Date,market_value,balance,stock_owned,price,action,amount
2023-05-26,101587.98402292177,90793.16682321473,62,174.10995483398438,buy,0
2023-05-30,101703.0505207245,90793.16682321473,62,175.9658660888672,sell,0
2023-05-31,101699.97492868348,90793.16682321473,62,175.916259765625,sell,0
2023-06-01,101874.72929269716,90793.16682321473,62,178.73487854003906,buy,0
2023-06-02,101870.86141121217,101870.86141121217,0,179.58839416503906,sell,62
2023-06-05,101870.86141121217,101870.86141121217,0,178.22872924804688,buy,0
2023-06-06,101870.86141121217,101870.86141121217,0,177.8615264892578,sell,0
2023-06-07,101870.86141121217,101870.86141121217,0,176.4819793701172,sell,0
2023-06-08,101870.86141121217,101870.86141121217,0,179.21127319335938,sell,0
2023-06-09,101870.86141121217,101870.86141121217,0,179.59832763671875,sell,0
2023-06-12,101870.86141121217,101870.86141121217,0,182.40704345703125,sell,0
2023-06-13,101870.86141121217,101870.86141121217,0,181.9306640625,buy,0
2023-06-14,101870.86141121217,101870.86141121217,0,182.5658416748047,sell,0
2023-06-15,101870.86141121217,101870.86141121217,0,184.61032104492188,buy,0
2023-06-16,101870.86141121217,101870.86141121217,0,183.52854919433594,sell,0
2023-06-20,101870.86141121217,101870.86141121217,0,183.6178741455078,sell,0
2023-06-21,101870.86141121217,101870.86141121217,0,182.57577514648438,sell,0
2023-06-22,101870.86141121217,101870.86141121217,0,185.59288024902344,sell,0
2023-06-23,101870.86141121217,101870.86141121217,0,185.2753143310547,buy,0
2023-06-26,101870.86141121217,101870.86141121217,0,183.87591552734375,buy,0
2023-06-27,101870.86141121217,101870.86141121217,0,186.6448974609375,sell,0
2023-06-28,101870.86141121217,101870.86141121217,0,187.82594299316406,sell,0
2023-06-29,101870.86141121217,101870.86141121217,0,188.16339111328125,sell,0
2023-06-30,101870.86141121217,101870.86141121217,0,192.5104217529297,sell,0
2023-07-03,101870.86141121217,101870.86141121217,0,191.01181030273438,sell,0
2023-07-05,101870.86141121217,101870.86141121217,0,189.89031982421875,sell,0
2023-07-06,101870.86141121217,101870.86141121217,0,190.36669921875,sell,0
2023-07-07,101870.86141121217,101870.86141121217,0,189.2451934814453,buy,0
2023-07-10,101870.86141121217,101870.86141121217,0,187.19076538085938,sell,0
2023-07-11,101870.86141121217,101870.86141121217,0,186.66476440429688,buy,0
2023-07-12,101870.86141121217,101870.86141121217,0,188.34205627441406,sell,0
2023-07-13,101870.86141121217,101870.86141121217,0,189.10626220703125,sell,0
2023-07-14,101870.86141121217,101870.86141121217,0,189.255126953125,sell,0
2023-07-17,101870.86141121217,101870.86141121217,0,192.53028869628906,buy,0
2023-07-18,101870.86141121217,101870.86141121217,0,192.27224731445312,sell,0
2023-07-19,101870.86141121217,101870.86141121217,0,193.63194274902344,sell,0
2023-07-20,101870.86141121217,101870.86141121217,0,191.6767578125,sell,0
2023-07-21,101870.86141121217,101870.86141121217,0,190.49571228027344,sell,0
2023-07-24,101870.86141121217,101870.86141121217,0,191.2996368408203,buy,0
2023-07-25,101870.86141121217,101870.86141121217,0,192.16305541992188,buy,0
2023-07-26,101870.86141121217,101870.86141121217,0,193.0364532470703,buy,0
2023-07-27,101870.86141121217,101870.86141121217,0,191.76609802246094,buy,0
2023-07-28,101870.86141121217,101870.86141121217,0,194.35643005371094,sell,0
2023-07-31,101870.86141121217,101870.86141121217,0,194.97178649902344,buy,0
2023-08-01,101870.86141121217,101870.86141121217,0,194.13812255859375,sell,0
2023-08-02,101870.86141121217,101870.86141121217,0,191.13092041015625,sell,0
2023-08-03,101870.86141121217,101870.86141121217,0,189.7315216064453,sell,0
2023-08-04,101870.86141121217,101870.86141121217,0,180.62059020996094,sell,0
2023-08-07,101870.86141121217,101870.86141121217,0,177.50421142578125,sell,0
2023-08-08,101870.86141121217,101870.86141121217,0,178.44705200195312,buy,0
2023-08-09,101870.86141121217,101870.86141121217,0,176.84918212890625,buy,0
2023-08-10,101870.86141121217,101870.86141121217,0,176.63084411621094,sell,0
2023-08-11,101870.86141121217,101870.86141121217,0,176.69046020507812,sell,0
2023-08-14,101870.86141121217,101870.86141121217,0,178.35012817382812,sell,0
2023-08-15,101870.86141121217,101870.86141121217,0,176.3525848388672,sell,0
2023-08-16,101870.86141121217,101870.86141121217,0,175.47802734375,buy,0
2023-08-17,101870.86141121217,101870.86141121217,0,172.9239044189453,buy,0
2023-08-18,101870.86141121217,101870.86141121217,0,173.410888671875,sell,0
2023-08-21,101870.86141121217,101870.86141121217,0,174.75253295898438,buy,0
2023-08-22,101870.86141121217,101870.86141121217,0,176.13392639160156,sell,0
2023-08-23,101870.86141121217,101870.86141121217,0,179.9998779296875,sell,0
2023-08-24,101870.86141121217,101870.86141121217,0,175.28919982910156,sell,0
2023-08-25,101870.86141121217,101870.86141121217,0,177.50538635253906,sell,0
2023-08-28,101870.86141121217,101870.86141121217,0,179.0756378173828,sell,0
2023-08-29,101870.86141121217,101870.86141121217,0,182.9813232421875,buy,0
2023-08-30,101870.86141121217,101870.86141121217,0,186.48948669433594,sell,0
2023-08-31,101870.86141121217,101870.86141121217,0,186.7081298828125,sell,0
2023-09-01,101870.86141121217,101870.86141121217,0,188.28829956054688,sell,0
2023-09-05,101870.86141121217,101870.86141121217,0,188.5268096923828,sell,0
2023-09-06,101870.86141121217,101870.86141121217,0,181.77880859375,buy,0
2023-09-07,101870.86141121217,101870.86141121217,0,176.46188354492188,sell,0
2023-09-08,101870.86141121217,101870.86141121217,0,177.0780487060547,buy,0
2023-09-11,101870.86141121217,101870.86141121217,0,178.25076293945312,sell,0
2023-09-12,101870.86141121217,101870.86141121217,0,175.20968627929688,sell,0
2023-09-13,101870.86141121217,101870.86141121217,0,173.1326141357422,sell,0
2023-09-14,101870.86141121217,101870.86141121217,0,174.6531524658203,sell,0
2023-09-15,101870.86141121217,101870.86141121217,0,173.9276580810547,sell,0
2023-09-18,101870.86141121217,101870.86141121217,0,176.86935424804688,sell,0
2023-09-19,101870.86141121217,101870.86141121217,0,177.96255493164062,sell,0
2023-09-20,101870.86141121217,101870.86141121217,0,174.40469360351562,sell,0
2023-09-21,101870.86141121217,101870.86141121217,0,172.8543243408203,sell,0
2023-09-22,101870.86141121217,101870.86141121217,0,173.70899963378906,sell,0
2023-09-25,101870.86141121217,101870.86141121217,0,174.99105834960938,sell,0
2023-09-26,101870.86141121217,101870.86141121217,0,170.8965301513672,sell,0
2023-09-27,101870.86141121217,101870.86141121217,0,169.3759765625,buy,0
2023-09-28,101870.86141121217,101870.86141121217,0,169.63438415527344,buy,0
2023-09-29,101870.86141121217,101870.86141121217,0,170.1511688232422,buy,0
2023-10-02,101870.86141121217,101870.86141121217,0,172.6754608154297,sell,0
2023-10-03,101870.86141121217,101870.86141121217,0,171.3337860107422,sell,0
2023-10-04,101870.86141121217,101870.86141121217,0,172.5860137939453,sell,0
2023-10-05,101870.86141121217,101870.86141121217,0,173.82827758789062,buy,0
2023-10-06,101870.86141121217,101870.86141121217,0,176.392333984375,sell,0
2023-10-09,101870.86141121217,101870.86141121217,0,177.88304138183594,sell,0
2023-10-10,101870.86141121217,101870.86141121217,0,177.2867431640625,sell,0
2023-10-11,101870.86141121217,101870.86141121217,0,178.6880340576172,buy,0
2023-10-12,101870.86141121217,101870.86141121217,0,179.5924072265625,buy,0
2023-10-13,101870.86141121217,101870.86141121217,0,177.74392700195312,sell,0
2023-10-16,101870.86141121217,101870.86141121217,0,177.61473083496094,buy,0
2023-10-17,101870.86141121217,101870.86141121217,0,176.05442810058594,buy,0
2023-10-18,101870.86141121217,101870.86141121217,0,174.75253295898438,sell,0
2023-10-19,101870.86141121217,101870.86141121217,0,174.37486267089844,buy,0
2023-10-20,101870.86141121217,101870.86141121217,0,171.81085205078125,buy,0
2023-10-23,101870.86141121217,101870.86141121217,0,171.93008422851562,sell,0
2023-10-24,101870.86141121217,101870.86141121217,0,172.36737060546875,buy,0
2023-10-25,101870.86141121217,101870.86141121217,0,170.04185485839844,buy,0
2023-10-26,101870.86141121217,101870.86141121217,0,165.8578643798828,sell,0
2023-10-27,101870.86141121217,101870.86141121217,0,167.17965698242188,sell,0
2023-10-30,101870.86141121217,101870.86141121217,0,169.23684692382812,sell,0
2023-10-31,101870.86141121217,101870.86141121217,0,169.71388244628906,buy,0
2023-11-01,101870.86141121217,101870.86141121217,0,172.89410400390625,buy,0
2023-11-02,101870.86141121217,101870.86141121217,0,176.4718475341797,sell,0
2023-11-03,101870.86141121217,101870.86141121217,0,175.55751037597656,sell,0
2023-11-06,101870.86141121217,101870.86141121217,0,178.12155151367188,sell,0
2023-11-07,101870.86141121217,101870.86141121217,0,180.695556640625,buy,0
2023-11-08,101870.86141121217,101870.86141121217,0,181.75892639160156,buy,0
2023-11-09,101653.59504671785,59052.34710665438,235,181.2819061279297,buy,235
2023-11-10,102642.79602022859,59052.34710665438,235,185.49127197265625,sell,0
2023-11-13,102268.62693758699,59052.34710665438,235,183.89906311035156,buy,0
2023-11-14,102886.00395174715,59052.34710665438,235,186.5261993408203,sell,0
2023-11-15,103019.29946871492,59052.34710665438,235,187.09341430664062,buy,0
2023-11-16,103416.85523958894,59052.34710665438,235,188.78514099121094,sell,0
2023-11-17,103412.17933626863,59052.34710665438,235,188.76524353027344,sell,0
2023-11-20,103595.42502945254,103595.42502945254,0,190.5166473388672,sell,235
2023-11-21,103595.42502945254,103595.42502945254,0,189.71060180664062,sell,0
2023-11-22,103595.42502945254,103595.42502945254,0,190.37733459472656,sell,0
2023-11-24,103595.42502945254,103595.42502945254,0,189.0438690185547,sell,0
2023-11-27,103595.42502945254,103595.42502945254,0,188.86473083496094,sell,0
2023-11-28,103595.42502945254,103595.42502945254,0,189.47177124023438,sell,0
2023-11-29,103595.42502945254,103595.42502945254,0,188.44679260253906,sell,0
2023-11-30,103595.42502945254,103595.42502945254,0,189.02395629882812,buy,0
2023-12-01,103595.42502945254,103595.42502945254,0,190.30767822265625,buy,0
2023-12-04,103595.42502945254,103595.42502945254,0,188.50648498535156,sell,0
2023-12-05,103595.42502945254,103595.42502945254,0,192.47705078125,sell,0
2023-12-06,103595.42502945254,103595.42502945254,0,191.38243103027344,sell,0
2023-12-07,103595.42502945254,103595.42502945254,0,193.32290649414062,sell,0
2023-12-08,103595.42502945254,103595.42502945254,0,194.75588989257812,sell,0
2023-12-11,103595.42502945254,103595.42502945254,0,192.23822021484375,sell,0
2023-12-12,103595.42502945254,103595.42502945254,0,193.76077270507812,sell,0
2023-12-13,103523.08849526064,89339.4543399872,72,196.9949188232422,buy,72
2023-12-14,103533.83532143252,89339.4543399872,72,197.14418029785156,sell,0
2023-12-15,103495.1447696747,89339.4543399872,72,196.6068115234375,sell,0
2023-12-18,103374.77526283877,89339.4543399872,72,194.9350128173828,buy,0
2023-12-19,103450.00634194033,89339.4543399872,72,195.97988891601562,sell,0
2023-12-20,103298.82787514346,89339.4543399872,72,193.88018798828125,sell,0
2023-12-21,103288.07775307314,89339.4543399872,72,193.7308807373047,buy,0
2023-12-22,103210.69884682314,89339.4543399872,72,192.6561737060547,buy,0
2023-12-26,103171.29198647158,89339.4543399872,72,192.10885620117188,sell,0
2023-12-27,103178.4561710419,89339.4543399872,72,192.20835876464844,sell,0
2023-12-28,103209.26513100283,89339.4543399872,72,192.63626098632812,sell,0
2023-12-29,103134.03405190127,89339.4543399872,72,191.5913848876953,sell,0
